;city;IVS (2010);IDHM;populacao_estimada_2020;city_ibge_code;cases_media_apr;deaths_media_apr;cases_media_ago;deaths_media_ago;cases_media_dec;deaths_media_dec
69;Bento de Abreu;0.243;0.744;2948.9609476800006;3506201;;;10.938789997035062;0.0;21.877579994070125;0.0
70;Bernardino de Campos;0.198;0.734;10782.1561078;3506300;;;13.163924028913767;0.29918009156622194;5.983601831324439;0.29918009156622194
71;Bertioga;0.224;0.73;63682.26871679998;3506359;;;26.188481803317174;0.5065470368146455;16.66539751120184;0.25327351840732276
72;Bilac;0.201;0.768;7838.042279;3506409;0.7973929940063289;0.0;16.462306973033886;0.0;27.57436417983176;1.2346730229775416
73;Birigui;0.141;0.779;121615.56906160002;3506508;0.690701039744778;0.0;19.654741568774213;0.6631154375429896;31.803016384561786;0.39786926252579385
74;Biritiba Mirim;0.278;0.712;32371.601411959993;3506607;2.316845529065811;0.0;15.943883210775471;0.5978956204040803;3.2884259122224413;0.0996492700673467
75;Boa Esperança do Sul;0.335;0.681;14589.55263644;3506706;;;16.80389361016093;0.4422077265831823;6.190908172164553;0.22110386329159115
76;Bocaina;0.15;0.742;12158.186778720003;3506805;2.7416368854996827;0.0;4.775754574741384;0.0;11.408747039659973;0.2653196985967435
77;Bofete;0.268;0.704;11102.9894144;3506904;;;12.783537709842793;0.0;3.776954323362643;0.0
78;Boituva;0.193;0.78;57594.08668750001;3507001;0.7639673190537734;0.0;12.434072201608334;0.22403733696591593;19.603266984517646;0.2800466712073949
